group	entity
USER	89fc8e2d3687
USER	f9523e593398
USER	c1cf56605aa8
USER	d07285dd950b
USER	e097910100f2
USER	ebddd5550ccb
USER	e7064f982a40
USER	3eed4ea4e8a2
USER	e42a900d994a
USER	1a8cc8613be2
USER	892b0f5159ae
USER	3a1bf058c161
USER	ef06fd65e48f
USER	6f32c6358bc1
USER	f4cb256fe122
USER	18bcb610d48e
USER	bff906bcc6fe
USER	e88073bd27b8
USER	11616c444f8d
USER	84858777a5b8
USER	4cd222640e8c
USER	e87cea88e4a6
USER	96563c8b4f3f
USER	c0cabad86bd9
USER	77ebfdea6aba
USER	5194770f6990
USER	6e7bb46eb2ba
USER	ddaa1378d456
USER	aa4e99657584
USER	4aa4d5f1752e
USER	3fed18af2e72
USER	3087077851d8
USER	442c640f25c3
USER	51ddcbe947eb
USER	dcd9e06c14df
USER	e877945b7d7f
USER	1867c6beb6fd
USER	a1ade06c8cdf
USER	1cda3d9cf5e3
USER	0acfe1edc76b
USER	bb9e8f2f6319
USER	412801839c50
USER	7238f5471d6f
USER	ffd2f30cf1b8
USER	b7c9b758435b
USER	233984e02fd6
USER	879169745001
USER	8f500d664a14
USER	9d95983c8756
USER	25f042d5d5fb
USER	bdae3bb9fd66
USER	581ef9aed650
USER	b93af154b568
USER	2416408cee46
USER	506f5911ec24
USER	d2a6fb467ea5
USER	f18c2ed78fe6
USER	cbaf33928811
USER	23e275fa72b2
USER	f3ea07177e89
USER	9294cdd4d075
USER	a0733eab5bf7
USER	e648f68c6279
USER	ef93e2b98f2f
USER	1e8783dab593
USER	1a889fb80984
USER	0166890b469f
USER	6ac9ba61f6c6
USER	c2002f522981
USER	91537f16f2ee
USER	deb2a7ec4b8c
USER	a85a6d071888
USER	190e2d5063e1
USER	9cf7e4ed573e
USER	556475980049
USER	716c87764820
USER	d66952c946e3
USER	f1a66d2e2d16
USER	2ab706c1e207
USER	e3b61d33897d
USER	3f67ac4f6a72
USER	873919cb9e11
USER	b96ce8261669
USER	49b3b9d13dea
USER	3a5c2b1ff4cb
USER	ee9549d62eea
USER	02c9801ae1a7
USER	89255a9346bf
USER	230c532864cc
USER	c72ca33e267b
USER	f7df03e4e20c
USER	b83f09dae9f0
USER	f27888708eeb
USER	0fb233a5567e
USER	88699f74810f
USER	b0a37f582e1b
USER	598ce4a88555
USER	81ec56aaef87
USER	1a7722deeda1
USER	0a11d2c7e9ce
USER	282d9d61c1fb
USER	8f37fcc2bc3b
USER	6bb5463ab840
USER	2cc477209b4c
USER	add5ffdcfe7c
USER	01fcca9977d7
USER	3610697f52ba
USER	94bb6ec7ba9b
USER	2c32c181f8f1
USER	0000f9c39ee9
USER	eb3d279b54a0
USER	6e719bd0cd02
USER	0a8ef5e323e9
USER	035651f7b2dd
USER	39f7d01c9cee
USER	f36f3a78ed0a
USER	565729280a44
USER	d00d107e9387
USER	bec8d931166e
USER	9bc242f0eace
USER	c0cfdbbade2b
USER	f97a663e333a
USER	2a79a5da6ddd
USER	3d8c3586d7cf
USER	e1c36c017aab
USER	183e1dde01ef
USER	9f76d0ded2e3
USER	39560e3feb04
USER	68896c9e6627
USER	3ddf82bafa7d
USER	d3a0ca7d0a6b
USER	1569b7e744ee
USER	df97f2bb3a74
USER	966845069f92
USER	c0c6c32da510
USER	65b29900f389
USER	b021300d8e77
USER	850226237c7d
USER	ac65433799bf
USER	5206133212d6
USER	cb81b0ec9135
USER	9f5f7bef3c50
USER	9146be1f57fa
USER	341e07e78e49
USER	9692ffa7173d
USER	5d8756520b38
USER	67f19ed38553
USER	800ff327f5e0
USER	f9927b03ab05
USER	373c02c9f9a4
USER	cd13c7e5a099
USER	5d4b3b41e5f9
USER	6725c564c3d9
USER	37c794c07ad3
USER	1647569636f8
USER	4d5167d65c87
USER	b2110ccb16f9
USER	fec17a5f1cc6
USER	7df6ab787389
USER	f78894f0c4d2
USER	17e64c6688f1
USER	ccd5578799cc
USER	9de8b54c787a
USER	95dc016f2214
USER	201d85125898
USER	9240b48948e2
USER	e444c8f7b125
USER	ee36af8a3673
USER	650ebd177929
USER	3bc4de36b90b
USER	906b80aaeb10
USER	5698c26f5042
USER	61922ea49f5b
USER	0ece4468ff77
USER	83275270f151
USER	ff1154df3e65
USER	41d7c9331631
USER	49eb1617c326
USER	6b5e7f4cab57
USER	4751123dd9b0
USER	c889bb97022a
USER	46200745d02a
USER	6141110f55f6
USER	bca3fe5b69ec
USER	4817e7473ac4
USER	36c493753232
USER	a85dbb985e27
USER	80eb1029d005
USER	486cdc65c99a
USER	437a7208935e
USER	2e7a4aa2f855
USER	7d6bf3e7d978
USER	e7a9e8a9cc71
USER	67ff63d5a683
USER	8d9c8b345d94
USER	f52d1fcd7014
USER	0cd5027e4969
USER	d16fb09d1895
USER	39b752080b94
USER	36c64e135f38
USER	f01347467167
USER	d2728ec97a16
USER	0c68ddce0517
USER	9e810a57af5a
USER	1153be961de3
USER	d3b807f2bb81
USER	b603dd3d19b9
USER	0e1f89a116d5
USER	7596b5256b7e
USER	6e4a0601baac
USER	50bc573600db
USER	03b722f61ee0
USER	15444ad9e000
USER	3eea67f66757
USER	25e158557398
USER	db44b3983203
USER	46c808545387
USER	2062d4537124
USER	f8db8f3cb075
USER	1366a214cd6a
USER	82dc407229b8
USER	392d433b667e
USER	2c00c2f75405
USER	27d8a367f014
USER	1872bf034a49
USER	173e684509d9
USER	343a162140c5
USER	94bcf67c6d6c
USER	70a570ae1ea5
USER	238b3e26b849
USER	6c83b1cbae95
USER	686b085fd410
USER	9c32e757000d
USER	eef913a909cf
USER	af38bb67cf8a
USER	342d73efd3b4
USER	c488c5724118
USER	9440f238fe58
USER	beae1358164d
USER	cef9d8e48c7d
USER	ecbf6489f080
USER	80bf4dc0e5d1
USER	347d074a4727
USER	ef73e562efe4
USER	d506721f5786
USER	6c6d4b8c988f
USER	ec00b701b5c4
USER	b1eb9b3cca42
USER	0ed111539e60
USER	beaa04154c61
USER	e97a05d1f9b6
USER	37eabbe53373
USER	0ee1617e265a
USER	30a85014f232
USER	4c61037b6e6f
USER	16afc0f90020
USER	a0b3b784138c
USER	0054b70213b3
USER	de41c6e68585
USER	26c8256fc918
USER	3c2fba232321
USER	26ae6d41fb6b
USER	4608028b0454
USER	e3acba69b879
USER	cb157acf879b
USER	b030aa9f982b
USER	a599bfa8b028
USER	39d73ddb0c8f
USER	1ea04d992378
USER	e3d4c3e72d4b
USER	834446c0e74c
USER	1d96b0d5a735
USER	84d67a442773
USER	9d80238112cc
USER	dd6f425da5fd
USER	cad97dcd50b4
USER	89bbd4ba3564
USER	ffe02fbcf127
USER	f0afbfaa423b
USER	429abe7247e7
USER	3f38af45ac6a
USER	f6340b1b5f48
USER	74121d6d0ee2
USER	77e7f13a5e30
USER	b1f4cef70239
USER	bb470f7d4398
USER	1a5c0ff6914d
USER	86e864afefdb
USER	3a64d95b084d
USER	79ce22a79cbe
USER	28a3b7e5bd50
USER	1607950ce2ce
USER	ec7a9514d111
USER	467de3963ee3
USER	dce24a6e8dd0
USER	e7d801551994
USER	58019c2f1561
USER	43b20aeed449
USER	3b99662941e7
USER	6086d49ed872
USER	f764f1503daa
USER	3d5547c6c729
USER	0bcb7337564a
USER	52690fa95e19
USER	df8ac84d513d
USER	74bfaa38a84e
USER	74284bdeba05
USER	b3f5001ed1d8
USER	daf0c6958c93
USER	097104920bbb
USER	aeae248c47d7
USER	baa7446a3bc7
USER	de9877d94f1e
USER	24a6f80cdd2b
USER	409aaae7cd58
USER	d560f9312e1d
USER	7f3aa258397a
USER	6741897bfaa7
USER	7b4db2c06db7
USER	9332c4e80faf
USER	bc5117938abf
USER	8ead7d78468a
USER	36b0015fa042
USER	c4d23c20e603
USER	f2331d51e944
USER	b77660b149ab
USER	bf5e7904ad31
USER	8dc0a429ecda
USER	6977011e5211
USER	813e4e24fa27
USER	d29e7043f434
USER	be470f4e19ec
USER	2065b22056b9
USER	f2be9045ad6f
USER	0186528dab54
USER	32f9e2a7f5e5
USER	d18741551c8c
USER	79b09de6afeb
USER	d97a1c5fc118
USER	7f4eb5af1fdd
USER	d867aebd4d33
USER	a8f43c00f2c9
USER	2a55abd43687
USER	5667fe53d115
USER	a52edb74b289
USER	b726ef42b403
USER	0a0d3d90d5cf
USER	f24587536e35
USER	b871d47d627a
USER	61f93b1a2727
USER	aa0454eeaca8
USER	762f53b7f11b
USER	20c702e4be87
USER	a7e8dccf10b4
USER	2992cb50229f
USER	7d701a4e8273
USER	a80a844690cd
USER	20a0b0fc360f
USER	1903e7d6c492
USER	f62e4429a213
USER	ed49742dbb49
USER	6609a2977422
USER	50bd04a57381
USER	4f3caf5c7a94
USER	066dd7c3a632
USER	1fc4303f2ca0
USER	3caad09582c1
USER	94456fffb3bd
USER	2e8ca93e64de
USER	1da5d59f4043
USER	5ee69037df5e
USER	ab1312933df0
USER	cc4308c7046c
USER	8d3cde6367be
USER	33506a5e4ab5
USER	c1c819032663
USER	800b5ce6339d
USER	fd09b1e8a34d
USER	16d1afb4db3a
USER	a106039676a5
USER	07bfa66c1e35
USER	61ebb81b8e9f
USER	177ff17554e2
USER	61e8a49c9f45
USER	ba53b7f1bfd2
USER	23e46465216e
USER	3a80bc7b4b7c
USER	40fc8db0a99e
USER	cd46c612e7e0
USER	fdb0fdcdf576
USER	4126f54f8fdb
USER	65fdadbe1b60
USER	c58cd00dc24f
LREM	154d73dc1309
LFI	542f75290288
EELV	df7bc5677052
LFI	3ebce6c2b973
LFI	7a80ff35c4d7
LFI	5ec40afac0e5
LFI	bbe4df6edbc0
RN	f9ea8511591c
LR	3303daa7ce09
LFI	0782b792efa2
LFI	55ad877f25a3
LREM	df95a1c831e2
LFI	471b8de0682a
LFI	4b86c7dc21db
LFI	1a0a7ef02697
LFI	376b0dd82325
RN	e384f26fe994
LFI	7a91c8a87dcb
RN	0fc8c14d7393
RN	fb75ac0f89a3
LFI	138672bd797d
LFI	6f063fc5c9c3
EELV	79e9ba6973ba
PCF	04d501fd1d78
LFI	c9b912e66b7b
LREM	2ca8ce6b14e2
LR	d98af4aa5d24
LREM	530761d854e4
LR	219a5164006a
LREM	815beabb74d3
MoDem	65b10f5194b9
LREM	e5693d6ae873
LR	0ab2d82f8cbe
LREM	25729a032c0f
LREM	3f129b6703bc
LREM	69ede387660f
LR	c505b9d0e87f
LR	1482b59ab6df
PS	da8b2edd9b33
LR	3aa9be682006
LREM	3c264cd21d9a
LR	02116cebd080
PS	5250b069f2dd
MoDem	1bbdc175d2e9
LR	75a694f7666e
LREM	172cbaafb30f
MoDem	a22fc8c1e822
LREM	4ff6fa31db17
LREM	a4c9531ae189
LREM	817288755f9e
LR	6e0bc151db3c
LREM	1969609b36f7
LREM	78cdfe123ead
LREM	358fbfdfade1
LREM	ea4144be5b93
LR	d6f442cc50b1
LREM	5843ddcb21a7
LR	dafaa664648a
RN	ead8dd49bbcf
LREM	5e85c4df38bb
LR	1fb9a627a187
LR	76f9b12cbf12
LREM	501f82b0f0ed
LR	68a266a0abd3
LREM	558097fed69a
LFI	34d8e19f9f26
LREM	83d56815f0fb
LREM	6f0f535053d4
LREM	8ec84ca43571
LR	8be1bc2885de
LREM	1fdcc59d125a
PS	ce3beceed9b8
LREM	4d8c89f2005c
LREM	aa9fcf19f5ee
LR	c45ac54c0254
LREM	9c7c51ef4b41
LR	882b97b8aa80
LREM	32a51a154c7c
LREM	32fa4ffae955
LREM	595b4dc5f6a5
LREM	1688fd636882
LR	4db671df1110
LR	af65f874610d
LR	0f90edc5872a
LR	b71eca70362c
LR	b15000ab94cb
LR	bc4e38a70765
LR	24900776b7fe
LR	47143068d61f
LR	7d1e00eb8350
LR	24cb6636b9ac
LR	4a7eafb3d582
PS	94f5a277d36a
LR	ae0cb0415a40
LR	93ce9e44a1ad
LR	29c81c78d360
LR	92078f98b6f3
LR	c9a0e1205f51
LR	9d08cec025ca
LR	eb2463f1d836
LR	1156374dd009
LR	0303b69cbf9f
LR	d4ebafac6e3e
LR	43d0a5630847
LR	982407fd3c62
LR	d083793164c0
LREM	8bdbab0d67a1
LFI	fa5cfa3222e2
LREM	0ee179f9aa8b
RN	09358a7b1f84
EELV	65d12c2fad69
LREM	c57439454731
LFI	d1fde064599d
RN	ca0a5c617641
LR	2dc217aee844
LREM	0cf50ad118a2
PCF	3c1b08b5d571
LFI	6b2f9ab4f5d3
LREM	2960d5822b98
RN	c2da4542f09f
PCF	b2f7b01e820b
LR	56e5e9998560
RN	b58fed0a9cd3
LR	1225ef70258f
LR	9c084b7ff997
LREM	5a3e993fa3ed
RN	a4a71be69c8b
PCF	efae2d3ae89c
LFI	b691fc3c6600
LREM	ce1e45f832af
MoDem	f3ae55def578
RN	46a0fc5ee7cf
EELV	7c065039e8da
LREM	c8a8559ebc9c
LREM	21f3dbab7769
RN	433d2a60fe56
LREM	7c4655517c33
LR	064b6032de08
MoDem	3a562df86399
EELV	146ce4778149
PCF	5caa8b5bcb95
MoDem	fd3efe963d67
LREM	35ad1ece2048
LREM	96009f70fdad
LREM	8bdf54abac3a
RN	6e58d857db4b
RN	3dda02c4953a
LREM	d5aba624702e
MoDem	2561ae2a14d2
LREM	7a23f8702f6d
MoDem	0cc5f7b25037
MoDem	df97306519bf
EELV	76637cad6bbc
PS	67f9af6fe7f7
